,Unnamed: 0,Unnamed: 0.1,name,price_dis,price_nondis,freeship,rating,rating_count,monthly_sold,store_location,monthly_event,favorite_product,shopee_mall,discount_tag,product_url,image,ShopDacBiet
10,10,10,Điện Thoại Samsung Galaxy A32 (128GB/8GB) - Hàng Chính Hãng,7.990.000,₫7.990.000,True,4.9,297.0,490/tháng,TP. Hồ Chí Minh,True,,True,,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-A32-(128GB-8GB)-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.65589552.9342556615?position=10,https://cf.shopee.vn/file/588035fc43e2f775d4ae89569027c0b3_tn,False
11,11,11,"Điện thoại Nokia mini 3310 siêu nhỏ 2 sim 2 sóng,hỗ trợ blutooth,mp3,thẻ nhớ,thay đổi giọng nói",42.000,₫42.000 - ₫169.000,True,4.78,203.0,473/tháng,Nam Định,True,Yêu thích,False,"50%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-mini-3310-si%C3%AAu-nh%E1%BB%8F-2-sim-2-s%C3%B3ng-h%E1%BB%97-tr%E1%BB%A3-blutooth-mp3-th%E1%BA%BB-nh%E1%BB%9B-thay-%C4%91%E1%BB%95i-gi%E1%BB%8Dng-n%C3%B3i-i.83847933.2091259840?position=11,https://cf.shopee.vn/file/296d97df380e319fe2438c3b9327c9c2_tn,True
12,12,12,Điện thoại Xiaomi POCO X3 PRO - 6GB/128GB,5.590.000,₫6.990.000,False,4.84,4792.0,324/tháng,TP. Hồ Chí Minh,True,,False,"20%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-POCO-X3-PRO-6GB-128GB-i.191065034.4982865800?position=12,https://cf.shopee.vn/file/640d0210cb189339628e29995d85fde5_tn,False
13,13,13,Điện Thoại Xiaomi Redmi K40 Gaming Edition - hàng nhập khẩu,7.949.000,₫7.949.000 - ₫8.350.000,True,4.81,345.0,321/tháng,Hà Nội,True,Yêu thích,False,"19%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Xiaomi-Redmi-K40-Gaming-Edition-h%C3%A0ng-nh%E1%BA%ADp-kh%E1%BA%A9u-i.134747469.8152421023?position=13,https://cf.shopee.vn/file/66174fe5853755e2b62b94b48155fa6d_tn,True
14,14,14,Điện thoại Vivo Y1s 2GB + 32GB - Hàng chính hãng,2.490.000,₫2.690.000,True,4.98,586.0,281/tháng,TP. Hồ Chí Minh,True,,True,"7%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Vivo-Y1s-2GB-32GB-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.69897724.4541960822?position=14,https://cf.shopee.vn/file/3cd3086edd4ab23e51931d490ef8f160_tn,False
15,15,15,"Trâu thần tài - Mèo thần tài mạ vàng 24k để ví, ốp điện thoại MẪU HOT 2021",1.000,₫1.000 - ₫2.500,False,4.89,578.0,271/tháng,Hà Nội,True,,False,"48%
GIẢM",https://shopee.vn/Tr%C3%A2u-th%E1%BA%A7n-t%C3%A0i-M%C3%A8o-th%E1%BA%A7n-t%C3%A0i-m%E1%BA%A1-v%C3%A0ng-24k-%C4%91%E1%BB%83-v%C3%AD-%E1%BB%91p-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-M%E1%BA%AAU-HOT-2021-i.61629434.3369884056?position=15,https://cf.shopee.vn/file/1c4e52dbcc6b4db0f4dfb327d0754288_tn,True
16,16,16,"Điện Thoại Nokia 101, Nokia 105 - Máy 2 Sim 2 Sóng Máy Zin Đủ Phụ Kiện Pin Sạc",133.000,₫133.000 - ₫135.000,True,4.59,835.0,281/tháng,Hà Nội,True,Yêu thích,False,"4%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-101-Nokia-105-M%C3%A1y-2-Sim-2-S%C3%B3ng-M%C3%A1y-Zin-%C4%90%E1%BB%A7-Ph%E1%BB%A5-Ki%E1%BB%87n-Pin-S%E1%BA%A1c-i.1657913.1605445818?position=16,https://cf.shopee.vn/file/834581faf97605e3839d9b8530880851_tn,True
17,17,17,Nokia e7 zin chính hãng. Vỏ zin,1.500.000,₫1.500.000,False,4.8,5.0,270/tháng,Hà Nội,True,,False,,https://shopee.vn/Nokia-e7-zin-ch%C3%ADnh-h%C3%A3ng.-V%E1%BB%8F-zin-i.61623136.2991646388?position=17,https://cf.shopee.vn/file/79a6d9b6dfa305a3ac787b319aeab02c_tn,False
18,18,18,Nokia 8600 zin chính hãng. Vỏ zin theo máy,1.380.000,₫1.380.000,True,5.0,5.0,204/tháng,Hà Nội,True,,False,,https://shopee.vn/Nokia-8600-zin-ch%C3%ADnh-h%C3%A3ng.-V%E1%BB%8F-zin-theo-m%C3%A1y-i.61623136.6138933143?position=18,https://cf.shopee.vn/file/28bc18d3c9b5f681a9cd47616f845690_tn,False
19,19,19,"[ CHÍNH HÃNG ] Tai Nghe OPPO F3,F5,F7,F9,F11,R11,R15 CHÍNH HÃNG BH 1 ĐỔi 1 12 Tháng.",50.000,₫90.000,True,4.92,545.0,199/tháng,Hà Nội,True,,False,"44%
GIẢM",https://shopee.vn/-CH%C3%8DNH-H%C3%83NG-Tai-Nghe-OPPO-F3-F5-F7-F9-F11-R11-R15-CH%C3%8DNH-H%C3%83NG-BH-1-%C4%90%E1%BB%94i-1-12-Th%C3%A1ng.-i.234729693.7043145752?position=19,https://cf.shopee.vn/file/b900c1699eb83d929517509538a5f0d6_tn,True
20,20,20,"(Có Pin Sạc) Điện Thoại Nokia 1280 Zin Chính Hãng Màn Hình Zin, Main Zin Có Video",159.000,₫280.000,True,4.68,213.0,204/tháng,Hà Nội,True,Yêu thích,False,"43%
GIẢM",https://shopee.vn/(C%C3%B3-Pin-S%E1%BA%A1c)-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-1280-Zin-Ch%C3%ADnh-H%C3%A3ng-M%C3%A0n-H%C3%ACnh-Zin-Main-Zin-C%C3%B3-Video-i.1657913.938839622?position=20,https://cf.shopee.vn/file/c185888ed0590817069de9ea66a8b5a2_tn,True
21,21,21,Điện Thoại Vsmart Joy 4 4GB/64GB - Hàng Chính Hãng,3.290.000,₫3.590.000,True,4.97,396.0,194/tháng,Bến Tre,True,,False,"8%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Vsmart-Joy-4-4GB-64GB-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.193124085.6654044618?position=21,https://cf.shopee.vn/file/9b4b117fe5e1b41e8c57d5d6623b788a_tn,False
22,22,22,Điện thoại LG V50 ThinQ 3 Camera bản Hàn Quốc ram 6G/128G /Snap855 - Chiến PUBG/Liên Q,3.699.000,₫3.699.000 - ₫4.250.000,True,4.91,330.0,186/tháng,Hà Nội,True,Yêu thích,False,,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-LG-V50-ThinQ-3-Camera-b%E1%BA%A3n-H%C3%A0n-Qu%E1%BB%91c-ram-6G-128G-Snap855-Chi%E1%BA%BFn-PUBG-Li%C3%AAn-Q-i.24876825.9076180614?position=22,https://cf.shopee.vn/file/021ee8a8bc7032676588b13c33f78c7e_tn,False
23,23,23,"Nokia 3310 Zin Chính Hãng, Điện Thoại Nokia 3310 Bin Bền Nghe Gọi To Rõ Bảo Hành 12 Tháng | TUÂN HƯNG YÊN",450.000,₫450.000,False,5.0,3.0,174/tháng,Hưng Yên,False,,False,,https://shopee.vn/Nokia-3310-Zin-Ch%C3%ADnh-H%C3%A3ng-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-3310-Bin-B%E1%BB%81n-Nghe-G%E1%BB%8Di-To-R%C3%B5-B%E1%BA%A3o-H%C3%A0nh-12-Th%C3%A1ng-TU%C3%82N-H%C6%AFNG-Y%C3%8AN-i.241243428.4850205984?position=23,https://cf.shopee.vn/file/f70dadbe2d0a2da0de097f82ffb0ae96_tn,False
24,24,24,"Điện Thoại Realme Q3 Pro 6/128, 8/128GB Khang Nhung - Hàng nhập khẩu",6.190.000,₫7.500.000,True,4.95,63.0,164/tháng,Hà Nội,True,Yêu thích,False,"17%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Realme-Q3-Pro-6-128-8-128GB-Khang-Nhung-H%C3%A0ng-nh%E1%BA%ADp-kh%E1%BA%A9u-i.39104237.10841317627?position=24,https://cf.shopee.vn/file/7367978e061fae0bac36e6835b36a8f9_tn,True
25,25,25,Điện Thoại Samsung Galaxy A71 8GB/128GB - Hàng Chính Hãng,7.190.000,₫10.490.000,True,4.89,435.0,155/tháng,TP. Hồ Chí Minh,True,,True,"31%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-A71-8GB-128GB-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.65589552.7116610361?position=25,https://cf.shopee.vn/file/f3a52e683046f2268254eb365cad425b_tn,False
26,26,26,Điện thoại Realme V15 5G 6/128Gb - Hàng nhập khẩu,4.850.000,₫6.500.000,True,4.79,123.0,153/tháng,Hà Nội,True,Yêu thích,False,"25%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Realme-V15-5G-6-128Gb-H%C3%A0ng-nh%E1%BA%ADp-kh%E1%BA%A9u-i.134747469.9319371211?position=26,https://cf.shopee.vn/file/c7bcbc5e4d374863ad49d92aab189aa7_tn,True
27,27,27,Điện thoại Realme C21Y 4GB,3.290.000,₫3.990.000,True,5.0,43.0,162/tháng,TP. Hồ Chí Minh,True,,True,"18%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Realme-C21Y-4GB-i.130961937.13101143285?position=27,https://cf.shopee.vn/file/8ad141136c0968001ffd4943455b11f3_tn,False
28,28,28,Điện thoại Mini nhỏ gọn 2 sim kết nối blutus,50.000,₫50.000 - ₫168.000,False,4.9,675.0,152/tháng,TP. Hồ Chí Minh,False,Yêu thích,False,,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Mini-nh%E1%BB%8F-g%E1%BB%8Dn-2-sim-k%E1%BA%BFt-n%E1%BB%91i-blutus-i.95642495.1950625875?position=28,https://cf.shopee.vn/file/bd442d8975f5b2cbdbabf0bea83c0d39_tn,True
29,29,29,Điện thoại Samsung Galaxy S20 FE (8GB/256GB) - Hàng Chính Hãng,15.990.000,₫15.990.000,True,4.91,106.0,147/tháng,TP. Hồ Chí Minh,True,,True,,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Galaxy-S20-FE-(8GB-256GB)-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.65589552.9980498489?position=29,https://cf.shopee.vn/file/ca05fd8edab5c4cb4de6799406b5d7e5_tn,False
30,30,30,Điện thoại Samsung Galaxy Note 10+ 256GB,13.599.000,₫26.990.000,True,4.86,206.0,140/tháng,TP. Hồ Chí Minh,True,,True,"50%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Galaxy-Note-10-256GB-i.65589552.2632230916?position=30,https://cf.shopee.vn/file/e0e8898d08434f4f9b685481e1583646_tn,False
31,31,31,Điện Thoại Mini 3310 L8Star BM10 2 Sim 2 Sóng Hỗ Trợ Thẻ Nhớ Full Màu ( Đen Hồng Đỏ Xám Vàng ),168.000,₫330.000,True,4.64,64.0,139/tháng,Nam Định,False,Yêu thích,False,"49%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Mini-3310-L8Star-BM10-2-Sim-2-S%C3%B3ng-H%E1%BB%97-Tr%E1%BB%A3-Th%E1%BA%BB-Nh%E1%BB%9B-Full-M%C3%A0u-(-%C4%90en-H%E1%BB%93ng-%C4%90%E1%BB%8F-X%C3%A1m-V%C3%A0ng-)-i.75417885.2111585603?position=31,https://cf.shopee.vn/file/9cd9b03a099f9b7dad9142053bcddded_tn,True
32,32,32,Điện thoại Samsung Galaxy A22 (6GB/128GB),5.890.000,₫5.890.000,True,4.95,43.0,129/tháng,TP. Hồ Chí Minh,True,,True,,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Galaxy-A22-(6GB-128GB)-i.65589552.7297413303?position=32,https://cf.shopee.vn/file/4c4c8c008cd05ddfbba354a98b52e073_tn,False
33,33,33,Apple iPhone 12 Pro Max 128GB,27.990.000,₫33.990.000,True,4.88,1019.0,130/tháng,TP. Hồ Chí Minh,True,,True,"18%
GIẢM",https://shopee.vn/Apple-iPhone-12-Pro-Max-128GB-i.88201679.6360756336?position=33,https://cf.shopee.vn/file/2dd923298ba0685a2288af4ae443c51c_tn,False
34,34,34,Điện thoại OPPO A54 (4GB/128GB) - Hàng Chính Hãng,4.150.000,₫4.690.000,True,4.89,53.0,124/tháng,TP. Hồ Chí Minh,True,,True,"12%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-OPPO-A54-(4GB-128GB)-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.458675969.8581331327?position=34,https://cf.shopee.vn/file/39524d6d05bd8241259e06be6426f380_tn,False
35,35,35,máy cũ giá rẻ oppo neo5 ram 1gb,430.000,₫430.000 - ₫510.000,True,4.82,181.0,115/tháng,Nam Định,False,,False,,https://shopee.vn/m%C3%A1y-c%C5%A9-gi%C3%A1-r%E1%BA%BB-oppo-neo5-ram-1gb-i.178181467.4451525706?position=35,https://cf.shopee.vn/file/09e9aa4af57127e01166af78afafc116_tn,True
36,36,36,"Giá đỡ điện thoại để bàn , giá đỡ thông minh nhỏ gọn, bỏ túi đa năng tiện lợi sử dụng",3.000,₫5.900,False,4.87,67.0,159/tháng,Hà Nội,True,,False,"49%
GIẢM",https://shopee.vn/Gi%C3%A1-%C4%91%E1%BB%A1-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-%C4%91%E1%BB%83-b%C3%A0n-gi%C3%A1-%C4%91%E1%BB%A1-th%C3%B4ng-minh-nh%E1%BB%8F-g%E1%BB%8Dn-b%E1%BB%8F-t%C3%BAi-%C4%91a-n%C4%83ng-ti%E1%BB%87n-l%E1%BB%A3i-s%E1%BB%AD-d%E1%BB%A5ng-i.131690630.10250454670?position=36,https://cf.shopee.vn/file/d8a5a9455ea45665c793b6ec7338bbfd_tn,True
37,37,37,Điện thoại Xiaomi Mi11 8/128 kèm bộ sạc nhanh,12.890.000,₫16.990.000,True,5.0,250.0,105/tháng,Nam Định,True,Yêu thích,False,"24%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-Mi11-8-128-k%C3%A8m-b%E1%BB%99-s%E1%BA%A1c-nhanh-i.199249933.8307280432?position=37,https://cf.shopee.vn/file/0a917308d6dfebad363e9ccb3c49b92d_tn,True
38,38,38,Điện thoại Samsung Galaxy A02s (4GB/64GB),4.190.000,₫4.190.000,False,5.0,42.0,104/tháng,TP. Hồ Chí Minh,True,,True,,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Galaxy-A02s-(4GB-64GB)-i.65589552.10126341638?position=38,https://cf.shopee.vn/file/d7004a98822f97a6cffb5d3b93d0b596_tn,False
39,39,39,Điện thoại OPPO A54 (4GB/128GB) - Hàng Chính Hãng,4.150.000,₫4.690.000,True,4.79,39.0,103/tháng,TP. Hồ Chí Minh,True,,True,"12%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-OPPO-A54-(4GB-128GB)-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.458675969.9981330746?position=39,https://cf.shopee.vn/file/0b2cf6e7603c49397aa7fd9331dccf53_tn,False
40,40,40,"Điện thoại mini L8STAR 3310 2 sim 2 sóng đảm bảo đúng hình 100%, BH 6 tháng,1 đổi 1 trong vòng 7 ngày",50.000,₫50.000 - ₫169.000,True,5.0,40.0,110/tháng,Nam Định,False,Yêu thích,False,"32%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-mini-L8STAR-3310-2-sim-2-s%C3%B3ng-%C4%91%E1%BA%A3m-b%E1%BA%A3o-%C4%91%C3%BAng-h%C3%ACnh-100-BH-6-th%C3%A1ng-1-%C4%91%E1%BB%95i-1-trong-v%C3%B2ng-7-ng%C3%A0y-i.132136656.2091893162?position=40,https://cf.shopee.vn/file/290cb20522d6b767f7857e85fb7e1bf2_tn,True
41,41,41,Điện thoại OPPO A15s (4GB/64GB) - Hàng Chính Hãng,3.790.000,₫3.990.000,False,5.0,35.0,101/tháng,TP. Hồ Chí Minh,True,,True,"5%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-OPPO-A15s-(4GB-64GB)-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.458675969.10011334725?position=41,https://cf.shopee.vn/file/39d43a09e65e6ea749bc587587a7078d_tn,False
42,42,42,Miếng Dán Điện Thoại Đẹp Lung Linh ⚡️𝐅𝐑𝐄𝐄𝐒𝐇𝐈𝐏⚡️ Phù Hợp Với Tất Cả Các Dòng Điện Thoại,7.999,₫7.999 - ₫24.999,False,,,100/tháng,Nam Định,True,,False,,https://shopee.vn/Mi%E1%BA%BFng-D%C3%A1n-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-%C4%90%E1%BA%B9p-Lung-Linh-%E2%9A%A1%EF%B8%8F%F0%9D%90%85%F0%9D%90%91%F0%9D%90%84%F0%9D%90%84%F0%9D%90%92%F0%9D%90%87%F0%9D%90%88%F0%9D%90%8F%E2%9A%A1%EF%B8%8F-Ph%C3%B9-H%E1%BB%A3p-V%E1%BB%9Bi-T%E1%BA%A5t-C%E1%BA%A3-C%C3%A1c-D%C3%B2ng-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-i.35363715.12510385392?position=42,https://cf.shopee.vn/file/489fb1b90490e029ec25a0398aa50a9b_tn,False
43,43,43,"Điện thoại Xiaomi Redmi K40 Gaming, Enhanced Edition 6/128, 12/128GB - Hàng nhập khẩu",8.255.000,₫8.255.000 - ₫10.950.000,False,4.96,67.0,99/tháng,Hà Nội,True,Yêu thích,False,"13%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-Redmi-K40-Gaming-Enhanced-Edition-6-128-12-128GB-H%C3%A0ng-nh%E1%BA%ADp-kh%E1%BA%A9u-i.52809472.12402915522?position=43,https://cf.shopee.vn/file/428905b3278ef0dc4b25e27e0f1b5cda_tn,True
44,44,44,Điện thoại OPPO A54 (6GB/128GB) - Hàng Chính Hãng,4.550.000,₫4.990.000,False,5.0,40.0,95/tháng,TP. Hồ Chí Minh,True,,True,"9%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-OPPO-A54-(6GB-128GB)-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.458675969.13009311719?position=44,https://cf.shopee.vn/file/a6df0653cb056ae8780c19208a5b90b4_tn,False
45,45,45,Điện Thoại Xiaomi POCO M3 64GB - Hàng Chính Hãng,3.190.000,₫3.990.000,True,4.92,412.0,89/tháng,TP. Hồ Chí Minh,True,,True,"20%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Xiaomi-POCO-M3-64GB-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.53452181.10214585155?position=45,https://cf.shopee.vn/file/b00ff4037cb1c50ff8a4ebaaaaefbef0_tn,False
46,46,46,Điện thoại Vsmart Joy 4 (4GB/64GB) - Hàng chính hãng,2.899.000,₫3.590.000,False,4.91,387.0,84/tháng,Nam Định,True,,False,"19%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Vsmart-Joy-4-(4GB-64GB)-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.407016717.9930204589?position=46,https://cf.shopee.vn/file/3ad7044876ec84194cbad2236b4b47ba_tn,True
47,47,47,Điện thoại POCO F3 (6GB+128GB),8.290.000,₫8.990.000,False,4.88,166.0,84/tháng,TP. Hồ Chí Minh,True,,False,"8%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-POCO-F3-(6GB-128GB)-i.191065034.10503840526?position=47,https://cf.shopee.vn/file/9c4a49c4a3a73b78ada09e2d5cf8b70b_tn,False
48,48,48,Điện thoại Vsmart Joy 4 (4GB/64GB) - Hàng chính hãng,3.590.000,₫3.590.000,True,4.97,155.0,82/tháng,Bến Tre,True,,False,,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Vsmart-Joy-4-(4GB-64GB)-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.331695868.4962557783?position=48,https://cf.shopee.vn/file/02218e81f56a103a852bc9303e72f1e4_tn,False
49,49,49,Điện thoại Xiaomi Redmi Note 3 Pro 2 Sim - Snap 650 Màn 5.5 inch,778.000,₫828.000,True,4.7,915.0,81/tháng,Nghệ An,True,Yêu thích,False,"6%
GIẢM",https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-Redmi-Note-3-Pro-2-Sim-Snap-650-M%C3%A0n-5.5-inch-i.49282974.1488375003?position=49,https://cf.shopee.vn/file/b4e99938716dc864974e0eb25c9a740d_tn,False
